classification_prompt,genre
"Tell me about the movie Modern Romance released in 1981. It is directed by Albert Brooks and stars Albert Brooks, duration of movie is 93.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Heartbeeps released in 1981. It is directed by Allan Arkush and stars Andy Kaufman, duration of movie is 78.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Back Roads released in 1981. It is directed by Martin Ritt and stars Sally Field, duration of movie is 94.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Take This Job and Shove It released in 1981. It is directed by Gus Trikonis and stars Robert Hays, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Raggedy Man released in 1981. It is directed by Jack Fisk and stars Sissy Spacek, duration of movie is 94.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Whose Life Is It Anyway? released in 1981. It is directed by John Badham and stars Richard Dreyfuss, duration of movie is 119.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Inchon released in 1981. It is directed by Terence Young and stars Laurence Olivier, duration of movie is 140.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie All Night Long released in 1981. It is directed by Jean-Claude Tramont and stars Gene Hackman, duration of movie is 87.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Pursuit of D.B. Cooper released in 1981. It is directed by Roger Spottiswoode and stars Robert Duvall, duration of movie is 100.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Rollover released in 1981. It is directed by Alan J. Pakula and stars Jane Fonda, duration of movie is 116.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Only When I Laugh released in 1981. It is directed by Glenn Jordan and stars Marsha Mason, duration of movie is 120.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Honky Tonk Freeway released in 1981. It is directed by John Schlesinger and stars David Rasche, duration of movie is 107.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Paternity released in 1981. It is directed by David Steinberg and stars Burt Reynolds, duration of movie is 94.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie King of the Mountain released in 1981. It is directed by Noel Nosseck and stars Harry Hamlin, duration of movie is 90.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Scream released in 1981. It is directed by Byron Quisenberry and stars Pepper Martin, duration of movie is 82.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Devil and Max Devlin released in 1981. It is directed by Steven Hilliard Stern and stars Elliott Gould, duration of movie is 96.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Amateur released in 1981. It is directed by Charles Jarrott and stars John Savage, duration of movie is 112.0 minutes. What is Genre of this movie?",Crime
"Tell me about the movie Longshot released in 1981. It is directed by E.W. Swackhamer and stars Leif Garrett, duration of movie is 100.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Comin' at Ya! released in 1981. It is directed by Ferdinando Baldi and stars Tony Anthony, duration of movie is 91.0 minutes. What is Genre of this movie?",Western
"Tell me about the movie Le Pont du Nord released in 1981. It is directed by Jacques Rivette and stars Bulle Ogier, duration of movie is 129.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Silence of the North released in 1981. It is directed by Allan King and stars Ellen Burstyn, duration of movie is 94.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Fast Times at Ridgemont High released in 1982. It is directed by Amy Heckerling and stars Sean Penn, duration of movie is 90.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Blade Runner released in 1982. It is directed by Ridley Scott and stars Harrison Ford, duration of movie is 117.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Thing released in 1982. It is directed by John Carpenter and stars Kurt Russell, duration of movie is 109.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Conan the Barbarian released in 1982. It is directed by John Milius and stars Arnold Schwarzenegger, duration of movie is 129.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie E.T. the Extra-Terrestrial released in 1982. It is directed by Steven Spielberg and stars Henry Thomas, duration of movie is 115.0 minutes. What is Genre of this movie?",Family
"Tell me about the movie First Blood released in 1982. It is directed by Ted Kotcheff and stars Sylvester Stallone, duration of movie is 93.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie An Officer and a Gentleman released in 1982. It is directed by Taylor Hackford and stars Richard Gere, duration of movie is 124.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Grease 2 released in 1982. It is directed by Patricia Birch and stars Michelle Pfeiffer, duration of movie is 115.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Annie released in 1982. It is directed by John Huston and stars Aileen Quinn, duration of movie is 127.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Poltergeist released in 1982. It is directed by Tobe Hooper and stars JoBeth Williams, duration of movie is 114.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie 48 Hrs. released in 1982. It is directed by Walter Hill and stars Nick Nolte, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Star Trek II: The Wrath of Khan released in 1982. It is directed by Nicholas Meyer and stars William Shatner, duration of movie is 113.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Paradise released in 1982. It is directed by Stuart Gillard and stars Willie Aames, duration of movie is 100.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Last American Virgin released in 1982. It is directed by Boaz Davidson and stars Lawrence Monoson, duration of movie is 92.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Sophie's Choice released in 1982. It is directed by Alan J. Pakula and stars Meryl Streep, duration of movie is 150.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Gandhi released in 1982. It is directed by Richard Attenborough and stars Ben Kingsley, duration of movie is 191.0 minutes. What is Genre of this movie?",Biography
"Tell me about the movie Tootsie released in 1982. It is directed by Sydney Pollack and stars Dustin Hoffman, duration of movie is 116.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Tron released in 1982. It is directed by Steven Lisberger and stars Jeff Bridges, duration of movie is 96.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie The Secret of NIMH released in 1982. It is directed by Don Bluth and stars Elizabeth Hartman, duration of movie is 82.0 minutes. What is Genre of this movie?",Animation
"Tell me about the movie The King of Comedy released in 1982. It is directed by Martin Scorsese and stars Robert De Niro, duration of movie is 109.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie Rocky III released in 1982. It is directed by Sylvester Stallone and stars Sylvester Stallone, duration of movie is 99.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie The Beastmaster released in 1982. It is directed by Don Coscarelli and stars Marc Singer, duration of movie is 118.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Creepshow released in 1982. It is directed by George A. Romero and stars Hal Holbrook, duration of movie is 120.0 minutes. What is Genre of this movie?",Comedy
"Tell me about the movie The Man from Snowy River released in 1982. It is directed by George Miller and stars Kirk Douglas, duration of movie is 102.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie Pink Floyd: The Wall released in 1982. It is directed by Alan Parker and stars Bob Geldof, duration of movie is 95.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Cat People released in 1982. It is directed by Paul Schrader and stars Nastassja Kinski, duration of movie is 118.0 minutes. What is Genre of this movie?",Fantasy
"Tell me about the movie Fanny and Alexander released in 1982. It is directed by Ingmar Bergman and stars Bertil Guve, duration of movie is 188.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Friday the 13th Part III released in 1982. It is directed by Steve Miner and stars Dana Kimmell, duration of movie is 95.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Firefox released in 1982. It is directed by Clint Eastwood and stars Clint Eastwood, duration of movie is 136.0 minutes. What is Genre of this movie?",Action
"Tell me about the movie Halloween III: Season of the Witch released in 1982. It is directed by Tommy Lee Wallace and stars Tom Atkins, duration of movie is 98.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie The Dark Crystal released in 1982. It is directed by Jim Henson and stars Jim Henson, duration of movie is 93.0 minutes. What is Genre of this movie?",Adventure
"Tell me about the movie The Verdict released in 1982. It is directed by Sidney Lumet and stars Paul Newman, duration of movie is 129.0 minutes. What is Genre of this movie?",Drama
"Tell me about the movie Pieces released in 1982. It is directed by Juan Piquer Simón and stars Christopher George, duration of movie is 85.0 minutes. What is Genre of this movie?",Horror
"Tell me about the movie Zapped! released in 1982. It is directed by Robert J. Rosenthal and stars Scott Baio, duration of movie is 98.0 minutes. What is Genre of this movie?",Comedy
